V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,LocationLatitude,LocationLongitude,LocationAccuracy,
R_4YoFCJ9Zj7TW669,Default Response Set,Anonymous,,,108.51.169.128,0,2017-06-12 15:32:15,2017-06-12 15:46:18,1,1,Other institution not in the list,Research!America,http://www.researchamerica.org/,Mary Woolley - Research!America Seminar,http://news.unchealthcare.org/som-vital-signs/2017/may-11/research-america-seminar,05/19/2017,External Event,1,,2017-05-16,2017-05-16,Kirkland Auditorium / Koury Oral Health Sciences Building,,,,,,,,"Mary Woolley, President of Research!America, is presenting a Seminar - ""Your role in changing hearts and minds for science"". Mary Woolley, President of Research!America, is visiting UNC May 15-16.  She is presenting a Seminar on Tuesday morning talking about scientists role in science advocacy.  Please check event flyer <a href=""https://cher.unc.edu/files/2017/06/Woolley.RA-flyer-May-2017.pdf"" target=""_blank"">here</a>.",http://www.researchamerica.org/sites/default/files/styles/medium/public/marywoolleyheadshot.jpg,36.052505493164,-79.107696533203,-1,
R_3QWDF2vqMPQu2Ud,Default Response Set,Anonymous,,,108.51.169.128,0,2017-06-12 16:01:47,2017-06-12 16:09:23,1,1,Office of Minority Health at HHS,,,New HHS/OMH FY 2017 Funding Opportunity Announcement,https://www.grants.gov/web/grants/view-opportunity.html?oppId=294060,05/30/2017,Funding,,,,,,1,2017-06-01,2017-07-31,https://www.grants.gov/web/grants/view-opportunity.html?oppId=294060,"$350,000",,,"OMH expects to release a new funding opportunity announcement (FOA): Empowered Communities for a Healthier Nation Initiative.  /  / The Empowered Communities for a Healthier Nation Initiative will seek to reduce significant health disparities impacting minorities and disadvantaged populations through the implementation of evidence-based strategies with the greatest potential for impact. The program will serve residents in counties disproportionately impacted by the opioid epidemic; reduce the impact of serious mental illness at the primary care level for children, adolescents and/or adults; and reduce obesity prevalence and disparities in weight status among disadvantaged children and adolescents. ",,36.052505493164,-79.107696533203,-1,
R_1NFHMKyEkhv7ydT,Default Response Set,Anonymous,,,108.51.169.128,0,2017-06-12 16:09:25,2017-06-12 16:17:50,1,1,National Institute on Minority Health and Health Disparities,,,"NIMHD Co-Sponsors Lecture, Genomics: Will It Help Us Address Health Disparities? ",https://content.govdelivery.com/accounts/USNIHNIMHD/bulletins/19e58eb,06/12/2017,External Event,1,,2017-06-08,2017-06-08,"NIH main campus in Bethesda, MD, Building 10, Lipsett Amphitheater",,,,,,,,"The Genomics and Health Disparities Lecture Series was formed to enhance opportunities for dialogue about how innovations in genomics research and technology can impact health disparities. Join Dr. Mark Cullen, Director at Stanford Center for Population Health Sciences, for his lecture, ""Genomics: Will It Help Us Address Health Disparities?"" ",https://med.stanford.edu/sino-us/speakers/mark-cullen/_jcr_content/main/panel_builder/panel_0/text_image.img.620.high.png,39.001205444336,-76.931701660156,-1,
R_721zSZIXLV3UTWt,Default Response Set,Anonymous,,,108.51.169.128,0,2017-06-13 10:18:28,2017-06-13 10:19:24,1,1,Academy Health,,,Mid-Career Minority Faculty Seminar,https://www.aamc.org/initiatives/diversity/portfolios/431764/mid-cminfacleadershipseminar.html,06/17/17,External Event,1,,2017-06-15,2017-06-17,"AAMC Learning Center, 655 K Street, NW, Washington, D.C.",,,,,,,,"The Mid-Career Minority Faculty Seminar is designed for individuals at the associate professor level who aspire to leadership positions in academic medicine. The Seminar will address the specific needs of mid-career faculty from a culturally responsive approach offering skill building and strategies for pursuing career advancement in academic medicine, networking opportunities, executive coaching sessions, CV review for career development planning, as well as observational learning opportunities where participants will be matched with a senior faculty member outside of their institution.",,39.001205444336,-76.931701660156,-1,
R_6hhGyAgXvU3jKRL,Default Response Set,Anonymous,,,108.51.169.128,0,2017-06-13 10:20:06,2017-06-13 10:23:04,1,1,Other institution not in the list,The Alaska Native Health Research Consortium,https://anthc.org/,Alaska Native Health Research Conference,https://www.regonline.com/2017anhrc,05/30/2017,External Event,1,,2017-10-16,2017-10-18,"Hotel Captain Cook / 939 West 5th Avenue / Anchorage, Alaska 99501",,,,,,,,"The Alaska Native Tribal Health Consortium (ANTHC) Health Research Review Committee is pleased to announce the 5th Alaska Native Health Research Conference at the Hotel Captain Cook in Anchorage. /  / The conference provides a forum to share current health research projects within Alaska Native communities. /  / The pre-conference workshop provides research ethics training, with a focus on research review across Alaska Tribal health organizations. /  / Continuing Education pending and limited scholarship funding will be available. More Information to come on this!",https://scontent-iad3-1.xx.fbcdn.net/v/t31.0-8/18699481_1710118225681292_2041927101144877744_o.jpg?oh=b1eb15cc365bc4262d60052ead6a930f&oe=59D240A6,36.052505493164,-79.107696533203,-1,
R_a5HFvbcN9sNYY97,Default Response Set,Anonymous,,,108.51.169.128,0,2017-06-13 12:40:36,2017-06-13 12:41:15,1,1,Academy Health,,,AcademyHealth: 2017 Annual Research Meeting,http://www.academyhealth.org/events/site/2017-annual-research-meeting,06/12/2017,External Event,1,,2017-06-25,2017-06-27,"Hyatt Regency, New Orleans, LA (Hyatt Regency)",,,,,,,,"AcademyHealth's Annual Research Meeting shares important findings, showcases the latest evidence, and moves research into action to improve health and health care. The meeting features compelling sessions, panels on critical and emerging issues in Health Services Research, and presentations of high quality peer-reviewed research.",http://www.academyhealth.org/files/inline-images/ARM-Email-banner-600x300_1.jpg,39.001205444336,-76.931701660156,-1,
R_2pJpNMzNITP0O2D,Default Response Set,Anonymous,,,152.23.177.69,0,2017-06-27 09:49:55,2017-06-27 10:15:49,1,1,Other institution not in the list,The Aspen Institute,https://www.aspeninstitute.org/,Meet CHER Director Giselle Corbie-Smith at the Aspen Ideas Festival,https://www.aspenideas.org/,06/27/2017,External Event,1,,2017-06-25,2017-07-01,"Aspen, Colorado",,,,,,,,"Giselle Corbie-Smith, MD, and Claudia Fernandez, DrPH, co-directors of the Robert Wood Johnson Foundation &lt;a href=""http://clinicalscholarsnli.org/""&gt;Clinical Scholars Program&lt;/a&gt; will attend the Aspen Ideas Festival from June 25-July 1. For attendees of the festival who are interested in learning more about Clinical Scholars, connect with Drs. Corbie-Smith and Fernandez via Twitter (@gcsmd and @CSPFernandez respectively) or at the RWJF tent (location #6, The Grove, on &lt;a href=""https://www.aspenideas.org/sites/default/files/AIF%202017-CAMPUS-MAP-HORIZ.pdf""&gt;this map&lt;/a&gt;) to talk about the program.",https://cdn.theatlantic.com/assets/media/img/atlantic_live/events/2015/12/AIF-01.png,36.052505493164,-79.107696533203,-1,
R_1kHohsDMNnwUE8r,Default Response Set,Anonymous,,,152.23.177.69,0,2017-06-27 10:15:50,2017-06-27 10:39:36,1,1,Other institution not in the list,Institute for Patient- and Family-Centered Care,http://www.ipfcc.org/,Call for abstracts: 8th International Conference on Patient- and Family-Centered Care,http://www.ipfcc.org/events/conference8-call-for-abstracts.pdf,06/27/2017,External Event,1,,2017-06-27,2017-07-28,"Baltimore, Maryland",,,,,,,,"The Institute for Patient- and Family-Centered Care (IPFCC) is pleased to announce the Call for Abstracts for The 8th International Conference on Patient- and Family-Centered Care: Promoting Health Equity and Reducing Disparities. Patient- and family-centered care is an approach to the planning, delivery, and evaluation of health care that is grounded in mutually beneficial partnerships among patients, families, and health care professionals. These partnerships at the clinical, program, and policy levels are essential to assuring the quality and safety of health care for all. /  / To learn more about the conference or to submit an abstract, visit &lt;a href=""http://www.ipfcc.org/events/conference.html""&gt;this page&lt;/a&gt;. The deadline for submitting abstracts is July 28, 2017.",http://www.mha.org/portals/0/Images/MHA%20Keystone%20Center/Institute%20for%20Patient-%20and%20Family-Centered%20Care%20logo.jpg,36.052505493164,-79.107696533203,-1,
R_1Fy2N9t3O44r8YC,Default Response Set,Anonymous,,,152.23.177.69,0,2017-06-27 10:39:37,2017-06-27 10:44:52,1,1,Other institution not in the list,Centers for Medicare & Medicaid Services,https://www.cms.gov/,Grants to Support the Hispanic Health Services Research Grant Program,https://www.grants.gov/web/grants/view-opportunity.html?oppId=294538,06/27/2017,Funding,,,,,,1,2017-06-09,2017-07-10,https://www.grants.gov/web/grants/view-opportunity.html?oppId=294538,"$325,000",,,"The Centers for Medicare & Medicaid Services (CMS) Office of Minority Health (OMH) is announcing the availability of funds under this grant program to assist Hispanic Serving Institutions (HSIs) in conducting health services and health disparities research. The purpose of the grant program is to support researchers in implementing health services research activities to reduce disparities among diverse CMS beneficiary populations. The economic burden of health disparities in the U.S. has an estimated cost of 1.24 trillion dollars. As part of its Equity Plan, CMS OMH is working to ""develop and disseminate promising approaches to reduce health disparities."" ",,36.052505493164,-79.107696533203,-1,
R_XMsuPKILORoONy1,Default Response Set,Anonymous,,,152.23.177.69,0,2017-06-27 10:44:54,2017-06-27 10:47:33,1,1,Other institution not in the list,Centers for Medicaid & Medicare Services,https://www.cms.gov/,Grants to Support the Historically Black Colleges and Universities Health Services Research Grant Program,https://www.grants.gov/web/grants/view-opportunity.html?oppId=294537,06/27/2017,Funding,,,,,,1,2017-06-09,2017-07-10,https://www.grants.gov/web/grants/view-opportunity.html?oppId=294537,"$325,000",,,"The Centers for Medicare & Medicaid Services (CMS) Office of Minority Health (OMH) is announcing the availability of funds under this grant program to assist Historically Black Colleges and Universities (HBCUs) in conducting health services and health disparities research. The purpose of the grant program is to support researchers in implementing health services research activities to reduce disparities among diverse CMS beneficiary populations. The economic burden of health disparities in the U.S. has an estimated cost of 1.24 trillion dollars. As part of its Equity Plan, CMS OMH is working to ""develop and disseminate promising approaches to reduce health disparities."" ",,36.052505493164,-79.107696533203,-1,
R_ewYSMBjFfUaRxsh,Default Response Set,Anonymous,,,152.23.179.57,0,2017-06-27 12:47:24,2017-06-27 12:47:42,1,1,UNC Center for Health Equity Research,,,New Publication from CHER: Understanding the Relationship between Religiosity and Caregiver - Adolescent Communication About Sex within African-American Families,https://cher.unc.edu/searchpub/understanding-relationship-religiosity-caregiver-adolescent-communication-sex-within-african-american-families/,06/19/2017,CHER Publication,,,,,,,,,,,,1,"A recent publication by Gaurav Dave, Giselle Corbie-Smith, Feng-Chang Lin from CHER and their collaborators entitled ""Understanding the Relationship Between Religiosity and Caregiver - Adolescent Communication About Sex Within African-American Families"" appears in the June edition of Journal of Child and Family Studies.",https://static-content.springer.com/cover/journal/10826/26/7.jpg,36.052505493164,-79.107696533203,-1,
R_exFdLk1MJ3of8eF,Default Response Set,Anonymous,,,152.23.179.57,0,2017-06-27 13:22:10,2017-06-27 13:23:22,1,1,Robert Wood Johnson Foundation,,,Webinar: Using Social Media to Advance Research and Ideas,https://cc.readytalk.com/registration/#/?meeting=w8fczgr1gw99&campaign=g982n8mvtq0l,06/27/2017,External Event,1,,2017-06-29,2017-06-29,Webinar,,,,,,,,"Do you use Facebook, Twitter, or Instagram? Have you ever wondered if social media could help you in your professional career? If so, please join our upcoming webinar, ""Using Social Media to Advance Research and Ideas"" on Thursday, June 29, 2017 from 1:00 pm - 2:00 pm ET. In this webinar, we will discuss ways that researchers can use social media and why social media matters. We will also discuss best practices in social media and some platforms to consider.",http://gnyhcfa.org/wp-content/uploads/2016/08/upcoming-webinar.jpg,36.052505493164,-79.107696533203,-1,
R_a4C5qBlZ8ow71hH,Default Response Set,Anonymous,,,152.23.179.57,0,2017-06-27 13:24:04,2017-06-27 13:24:58,1,1,Aspen Program for Ethical Healthcare Leadership,,,"The Aspen Program for Ethical Healthcare Leadership: Supporting Ethical Awareness, Analysis and Action",http://www.aspenethicalleadership.com/register-now,09/13/17,External Event,1,,2017-09-11,2017-09-13,"Aspen, Colorado",,,,,,,,"The Aspen Program for Ethical Health Care Leadership explores how ethical responsibilities and relationships between governing bodies, chief executives, senior managers, clinical leaders, and other key stakeholders in health care organizations can affect their ability to produce care that is safe, timely, efficient, effective, patient-centered and equitable. Tuition is $1,500 and covers the seminars, case materials, and one meal, either lunch or dinner, for each program day. Students and government employees may be eligible for a tuition reduction, based on availability. Inquire at applications@aspenethicalleadership.com. ",,36.052505493164,-79.107696533203,-1,
R_9yqIsacbfqaUaTX,Default Response Set,Anonymous,,,152.23.179.57,0,2017-06-27 13:25:45,2017-06-27 13:27:36,1,1,UNC The Odum Institute,,,Open Position in The Odum Institute: Data Science Graduate Student Research Assistantship,http://odum.unc.edu/?wysija-page=1&controller=email&action=view&email_id=12&wysijap=subscriptions&user_id=18562,06/26/2017,Funding,,,,,,1,,2017-07-07,http://odum.unc.edu/?wysija-page=1&controller=email&action=view&email_id=12&wysijap=subscriptions&user_id=18562,"Departmental stipend or $16,700",,,The Odum Institute for Research in Social Science at UNC is seeking applications for a graduate student research assistant for the 2017-18 academic year in the area of data science. This program is part of the Institute's collaboration with the Data@Carolina initiative and is supported by the College of Arts and Sciences and the UNC Graduate College. It is open to graduate students in good standing pursuing a PhD within any department that is part of the College of Arts and Sciences at UNC. Strong preference will be given to students working in the social and behavioral sciences.,,36.052505493164,-79.107696533203,-1,
